txn_id,customer_id,txn_date,amount,category
1839,393,2024-03-16,12146,POS
1840,599,2024-01-10,4191,ATM
1841,149,2024-02-11,23719,ATM
1842,761,2024-01-11,1026,Online
1843,405,2024-01-16,10057,ATM
1844,283,2024-03-13,16713,Online
1845,362,2024-03-18,18001,POS
1846,379,2024-01-19,6998,Online
1847,198,2024-01-31,23357,POS
1848,556,2024-03-13,17991,POS
1849,356,2024-02-22,5336,POS
1850,540,2024-03-30,17621,POS
1851,429,2024-01-08,12691,Online
1852,17,2024-01-24,7746,POS
1853,639,2024-01-08,6103,POS
1854,379,2024-03-23,14055,Online
1855,680,2024-02-17,16606,Online
1856,506,2024-01-30,15149,Online
1857,756,2024-02-27,10025,POS
1858,76,2024-03-26,6487,POS
1859,231,2024-02-24,12393,Online
1860,716,2024-03-13,1605,Online
1861,248,2024-03-02,9870,POS
1862,302,2024-02-17,23051,ATM
1863,726,2024-01-04,17778,POS
1864,215,2024-02-06,8967,POS
1865,158,2024-01-08,8123,POS
1866,69,2024-01-01,1806,POS
1867,393,2024-03-10,8843,ATM
1868,85,2024-02-16,8516,POS
1869,267,2024-03-15,11846,POS
1870,69,2024-01-05,10756,POS
1871,611,2024-02-19,10258,POS
1872,347,2024-01-24,6450,POS
1873,728,2024-02-16,1883,POS
1874,673,2024-01-18,11926,POS
1875,423,2024-03-24,19335,Online
1876,606,2024-01-28,24088,Online
1877,174,2024-03-17,7863,Online
1878,677,2024-01-05,13283,Online
1879,115,2024-01-30,19306,POS
1880,220,2024-01-01,22223,Online
1881,31,2024-03-26,13346,POS
1882,523,2024-03-22,11453,POS
1883,343,2024-02-15,15936,Online
1884,377,2024-03-09,3423,Online
1885,130,2024-01-31,5641,POS
1886,617,2024-03-10,10022,POS
1887,539,2024-03-31,7581,POS
1888,739,2024-02-25,13063,Online
1889,2,2024-03-29,5384,POS
1890,101,2024-01-28,16853,Online
1891,533,2024-01-16,24288,POS
1892,58,2024-02-23,22699,POS
1893,389,2024-02-22,9515,POS
1894,692,2024-01-12,23882,POS
1895,341,2024-01-20,4733,POS
1896,20,2024-03-22,17626,Online
1897,255,2024-02-03,14760,POS
1898,317,2024-02-22,1841,Online
1899,38,2024-03-04,16125,POS
1900,660,2024-01-23,23187,Online
1901,537,2024-01-27,10833,ATM
1902,386,2024-01-17,3497,POS
1903,633,2024-02-17,23639,ATM
1904,26,2024-01-21,17967,POS
1905,454,2024-02-19,4196,Online
1906,681,2024-02-09,214,POS
1907,323,2024-01-03,15095,Online
1908,737,2024-01-17,1874,Online
1909,513,2024-03-01,5299,POS
1910,773,2024-02-19,20201,Online
1911,13,2024-03-30,24683,Online
1912,560,2024-03-27,23141,Online
1913,371,2024-01-06,22058,ATM
1914,291,2024-01-28,18064,ATM
1915,332,2024-03-12,24282,ATM
1916,606,2024-02-24,19630,Online
1917,261,2024-02-27,7563,POS
1918,790,2024-02-14,6157,POS
1919,205,2024-03-12,4410,POS
1920,697,2024-01-19,15976,ATM
1921,687,2024-01-29,22055,POS
1922,387,2024-01-23,17559,POS
1923,468,2024-02-01,18269,POS
1924,415,2024-01-10,2283,POS
1925,69,2024-03-31,18270,POS
1926,472,2024-02-18,4358,Online
1927,104,2024-03-05,23393,POS
1928,758,2024-01-29,16771,Online
1929,161,2024-02-28,2982,Online
1930,200,2024-02-14,20772,Online
1931,216,2024-03-07,4300,POS
1932,212,2024-02-20,11901,ATM
1933,508,2024-01-11,15725,Online
1934,16,2024-03-26,18656,POS
1935,498,2024-03-22,23235,Online
1936,332,2024-01-06,297,Online
1937,717,2024-03-07,9683,POS
1938,551,2024-03-02,23389,POS
1939,601,2024-01-05,3664,Online
1940,256,2024-01-09,1987,Online
1941,766,2024-01-28,7963,POS
1942,728,2024-03-23,21988,Online
1943,172,2024-03-31,883,POS
1944,649,2024-03-17,16292,Online
1945,498,2024-02-07,1332,POS
1946,471,2024-02-12,12514,POS
1947,384,2024-01-21,6077,Online
1948,690,2024-03-31,22782,Online
1949,589,2024-03-02,20420,POS
1950,700,2024-02-15,13268,POS
1951,507,2024-03-10,14833,Online
1952,527,2024-02-07,15958,Online
1953,325,2024-02-18,17625,Online
1954,214,2024-03-15,11257,Online
1955,208,2024-03-21,22473,ATM
1956,169,2024-02-08,1054,Online
1957,330,2024-03-11,5938,POS
1958,280,2024-01-30,2226,Online
1959,305,2024-01-21,5565,POS
1960,146,2024-01-01,2750,Online
1961,775,2024-03-29,7289,POS
1962,516,2024-02-01,16823,POS
1963,90,2024-01-08,17073,POS
1964,453,2024-03-09,12243,POS
1965,60,2024-01-30,1236,POS
1966,311,2024-01-08,22716,Online
1967,528,2024-01-19,21364,POS
1968,227,2024-02-28,24493,Online
1969,474,2024-02-24,19853,Online
1970,541,2024-01-30,6322,Online
1971,663,2024-03-19,14778,Online
1972,757,2024-02-05,15889,POS
1973,782,2024-02-24,16350,POS
1974,79,2024-02-13,22294,Online
1975,433,2024-01-27,11892,Online
1976,153,2024-03-17,12254,Online
1977,789,2024-03-18,1967,Online
1978,401,2024-02-23,4908,POS
1979,279,2024-02-17,8553,Online
1980,57,2024-01-30,19590,POS
1981,186,2024-02-08,1456,ATM
1982,398,2024-01-13,10343,POS
1983,605,2024-01-16,23661,Online
1984,788,2024-02-13,5551,POS
1985,158,2024-03-11,14463,Online
1986,787,2024-01-27,949,ATM
1987,693,2024-02-14,17292,POS
1988,359,2024-02-04,6616,POS
1989,440,2024-03-19,7150,POS
1990,589,2024-01-28,12528,Online
1991,466,2024-01-07,1913,POS
1992,663,2024-03-02,12977,Online
1993,446,2024-02-20,24520,POS
1994,750,2024-02-15,8508,Online
1995,743,2024-01-20,10873,Online
1996,488,2024-02-07,15578,Online
1997,530,2024-03-01,15529,Online
1998,73,2024-02-01,14082,POS
1999,701,2024-01-26,16779,Online
2000,17,2024-02-27,4914,Online
2001,531,2024-02-08,10864,Online
2002,731,2024-01-20,15953,POS
2003,326,2024-03-22,12521,Online
2004,632,2024-02-19,14830,ATM
2005,613,2024-03-19,17858,ATM
2006,546,2024-02-21,3909,Online
2007,596,2024-03-26,538,POS
2008,708,2024-01-22,6961,POS
2009,202,2024-02-22,20095,POS
2010,344,2024-03-25,4475,POS
2011,523,2024-03-06,11691,POS
2012,400,2024-02-12,18240,POS
2013,218,2024-03-22,6962,Online
2014,445,2024-01-23,9034,ATM
2015,765,2024-03-17,14558,ATM
2016,222,2024-03-04,10072,POS
2017,383,2024-01-09,21857,ATM
2018,592,2024-01-07,17753,POS
2019,7,2024-02-10,8373,Online
2020,272,2024-02-23,16885,Online
2021,739,2024-03-05,11533,POS
2022,16,2024-01-02,18150,ATM
2023,424,2024-01-04,11556,POS
2024,524,2024-03-18,8016,Online
2025,753,2024-02-01,12349,POS
2026,21,2024-01-02,18794,Online
2027,690,2024-03-04,11544,POS
2028,228,2024-01-14,16387,Online
2029,785,2024-01-20,12051,Online
2030,288,2024-03-29,7430,Online
2031,134,2024-02-18,9003,Online
2032,283,2024-01-08,15995,POS
2033,404,2024-03-03,23172,Online
2034,665,2024-02-15,2143,ATM
2035,66,2024-01-21,24849,Online
2036,649,2024-03-27,14215,POS
2037,604,2024-02-01,21221,POS
2038,437,2024-01-08,8548,POS
2039,259,2024-01-16,11950,Online
2040,103,2024-02-09,5585,POS
2041,567,2024-01-27,16839,Online
2042,769,2024-01-18,19694,ATM
2043,101,2024-02-04,9443,POS
2044,198,2024-02-21,16473,POS
2045,226,2024-01-15,5232,ATM
2046,463,2024-03-03,6461,POS
2047,237,2024-02-22,19001,POS
2048,26,2024-03-31,18840,POS
2049,121,2024-03-21,2834,POS
2050,506,2024-03-06,2091,Online
2051,182,2024-01-31,20048,POS
2052,711,2024-03-01,10883,POS
2053,767,2024-03-04,10167,Online
2054,634,2024-02-03,12328,POS
2055,543,2024-02-24,7626,POS
2056,315,2024-02-28,2170,Online
2057,797,2024-01-03,20537,Online
2058,618,2024-01-17,22402,POS
2059,736,2024-03-18,6971,POS
2060,273,2024-03-18,10884,Online
2061,232,2024-02-15,13057,Online
2062,420,2024-02-07,23332,POS
2063,768,2024-02-04,21587,POS
2064,442,2024-01-01,17232,POS
2065,496,2024-01-29,10032,Online
2066,24,2024-01-04,14840,POS
2067,109,2024-03-01,12826,Online
2068,703,2024-01-17,18685,Online
2069,502,2024-01-28,13623,Online
2070,25,2024-02-19,17002,ATM
2071,187,2024-03-30,16533,POS
2072,288,2024-01-08,2552,Online
2073,628,2024-02-03,22359,POS
2074,338,2024-02-28,24860,POS
2075,37,2024-01-18,24275,POS
2076,794,2024-02-28,1951,POS
2077,137,2024-01-27,19241,ATM
2078,508,2024-01-16,12367,Online
2079,227,2024-01-10,22707,Online
2080,320,2024-03-16,5724,POS
2081,182,2024-01-22,18935,Online
2082,86,2024-01-16,24655,POS
2083,467,2024-01-12,15383,POS
2084,53,2024-03-15,17873,Online
2085,235,2024-03-24,11515,POS
2086,779,2024-02-20,2902,Online
2087,799,2024-01-01,9035,POS
2088,433,2024-01-27,19489,POS
2089,496,2024-03-07,14742,Online
2090,100,2024-01-12,12459,ATM
2091,599,2024-01-30,21253,POS
2092,403,2024-01-09,3122,Online
2093,396,2024-02-22,6854,Online
2094,527,2024-03-01,2221,POS
2095,415,2024-02-23,14155,Online
2096,613,2024-02-06,20208,POS
2097,677,2024-03-05,22928,POS
2098,463,2024-02-11,24362,POS
2099,541,2024-02-18,15916,Online
2100,626,2024-01-04,11510,POS
2101,619,2024-03-04,16720,POS
2102,364,2024-03-19,4425,POS
2103,130,2024-02-20,9409,POS
2104,84,2024-03-31,12092,POS
2105,271,2024-03-12,15923,POS
2106,244,2024-02-29,12919,POS
2107,388,2024-03-27,3340,POS
2108,214,2024-03-19,11921,Online
2109,166,2024-03-31,2787,Online
2110,791,2024-01-31,10774,POS
2111,59,2024-03-12,6869,POS
2112,602,2024-02-27,19189,POS
2113,504,2024-03-22,5204,Online
2114,706,2024-01-04,14501,POS
2115,123,2024-01-22,8600,POS
2116,648,2024-01-03,7704,POS
2117,413,2024-03-19,4010,POS
2118,139,2024-02-16,6280,Online
2119,229,2024-02-07,7608,POS
2120,274,2024-02-02,4353,POS
2121,439,2024-03-18,11255,Online
2122,562,2024-02-17,19960,Online
2123,118,2024-03-05,17952,POS
2124,714,2024-01-26,24393,POS
2125,483,2024-01-08,4000,POS
2126,395,2024-02-19,1237,POS
2127,703,2024-03-20,1192,POS
2128,460,2024-02-07,23896,POS
2129,693,2024-01-10,4710,Online
2130,78,2024-02-11,593,ATM
2131,412,2024-02-06,8205,Online
2132,75,2024-01-26,20270,POS
2133,295,2024-01-12,16941,Online
2134,793,2024-03-24,20588,Online
2135,21,2024-02-18,17765,Online
2136,171,2024-01-14,7017,Online
2137,15,2024-02-15,2265,Online
2138,211,2024-02-04,23455,POS
2139,560,2024-01-29,12294,POS
2140,86,2024-01-12,14079,POS
2141,149,2024-03-22,11810,POS
2142,700,2024-02-13,19713,POS
2143,372,2024-03-06,354,POS
2144,480,2024-01-02,9946,Online
2145,151,2024-02-28,8878,ATM
2146,141,2024-01-17,6494,POS
2147,69,2024-01-10,9774,POS
2148,260,2024-01-18,2615,Online
2149,521,2024-01-22,16179,ATM
2150,633,2024-03-23,1270,POS
2151,371,2024-02-27,18838,POS
2152,419,2024-02-22,24626,POS
2153,101,2024-01-01,14985,POS
2154,661,2024-03-28,16506,Online
2155,658,2024-03-01,10267,Online
2156,243,2024-03-29,8007,POS
2157,753,2024-01-31,23424,Online
2158,512,2024-01-31,23297,Online
2159,555,2024-03-06,18774,ATM
2160,95,2024-01-19,23848,ATM
2161,226,2024-02-22,24966,POS
2162,518,2024-03-16,24915,POS
2163,214,2024-03-14,7598,Online
2164,718,2024-01-22,12402,ATM
2165,67,2024-01-23,3172,ATM
2166,396,2024-03-27,18098,Online
2167,612,2024-01-15,11512,POS
2168,12,2024-01-26,20554,POS
2169,237,2024-01-03,21303,Online
2170,770,2024-03-27,13827,Online
2171,399,2024-01-20,1545,Online
2172,407,2024-02-09,18501,POS
2173,480,2024-02-08,7841,Online
2174,647,2024-03-12,15299,Online
2175,222,2024-01-18,13585,POS
2176,156,2024-02-10,8844,POS
2177,654,2024-03-10,1811,Online
2178,428,2024-01-27,18662,ATM
2179,158,2024-01-15,10973,POS
2180,416,2024-02-06,18648,POS
2181,326,2024-02-27,23963,POS
2182,371,2024-01-05,5979,POS
2183,344,2024-03-13,9650,POS
2184,262,2024-01-07,7350,Online
2185,283,2024-02-10,16937,POS
2186,229,2024-03-24,12792,Online
2187,280,2024-01-10,22302,POS
2188,290,2024-03-02,14061,POS
2189,680,2024-01-26,20220,Online
2190,47,2024-03-08,9955,Online
2191,715,2024-01-24,22628,POS
2192,214,2024-03-18,911,Online
2193,758,2024-02-10,13906,POS
2194,24,2024-03-05,11124,POS
2195,321,2024-01-17,13273,Online
2196,274,2024-01-24,16121,Online
2197,556,2024-01-27,20856,POS
2198,313,2024-01-07,18013,POS
2199,363,2024-03-13,6644,Online
2200,668,2024-01-12,10884,POS
2201,380,2024-03-25,3620,Online
2202,711,2024-01-03,2268,POS
2203,674,2024-03-19,7359,Online
2204,470,2024-03-25,5006,POS
2205,746,2024-01-10,7044,ATM
2206,675,2024-02-02,11883,POS
2207,116,2024-02-15,24927,Online
2208,605,2024-02-28,19815,POS
2209,42,2024-02-21,3106,POS
2210,796,2024-01-06,20135,POS
2211,379,2024-01-02,20775,Online
2212,722,2024-01-29,20007,POS
2213,206,2024-02-09,20641,POS
2214,466,2024-03-01,21778,POS
2215,732,2024-03-08,11317,ATM
2216,280,2024-03-08,3865,POS
2217,648,2024-01-29,21319,POS
2218,618,2024-03-02,11822,ATM
2219,118,2024-02-29,9548,ATM
2220,237,2024-03-24,15698,POS
2221,309,2024-02-10,22973,Online
2222,456,2024-03-27,8082,POS
2223,475,2024-03-22,5489,POS
2224,100,2024-03-29,14110,Online
2225,261,2024-03-05,7998,Online
2226,305,2024-03-04,3608,POS
2227,354,2024-03-19,17745,POS
2228,286,2024-03-03,17843,POS
2229,328,2024-02-17,14159,Online
2230,103,2024-01-20,4290,ATM
2231,63,2024-02-06,11233,POS
2232,687,2024-03-04,15562,Online
2233,282,2024-03-31,22274,POS
2234,441,2024-03-26,13983,Online
2235,293,2024-01-05,11594,POS
2236,738,2024-02-03,3181,Online
2237,7,2024-02-08,8265,POS
2238,639,2024-03-07,3754,ATM
2239,92,2024-03-21,12779,POS
2240,190,2024-03-02,18973,POS
2241,476,2024-03-28,8358,Online
2242,511,2024-01-24,1214,POS
2243,462,2024-01-03,22313,POS
2244,53,2024-03-11,13727,Online
2245,754,2024-03-29,13072,Online
2246,486,2024-03-07,14401,POS
2247,644,2024-03-19,10418,POS
2248,490,2024-02-19,3913,POS
2249,364,2024-01-29,18076,ATM
2250,112,2024-03-14,7785,POS
2251,409,2024-02-01,4322,POS
2252,7,2024-03-27,10092,Online
2253,742,2024-02-08,17038,POS
2254,668,2024-01-09,17501,POS
2255,197,2024-01-14,23307,ATM
2256,735,2024-03-08,24789,POS
2257,367,2024-03-04,22825,Online
2258,250,2024-01-20,4574,Online
2259,595,2024-01-28,22643,POS
2260,240,2024-01-14,689,POS
2261,380,2024-02-13,1184,ATM
2262,471,2024-03-17,17544,Online
2263,775,2024-02-08,24634,POS
2264,701,2024-01-28,1982,POS
2265,455,2024-03-04,15159,Online
2266,366,2024-03-29,14742,POS
2267,290,2024-02-01,6183,Online
2268,403,2024-01-09,2069,ATM
2269,58,2024-01-28,11696,POS
2270,521,2024-01-17,19228,Online
2271,304,2024-03-27,7038,Online
2272,115,2024-03-17,13750,POS
2273,210,2024-02-24,20929,Online
2274,41,2024-01-10,5902,Online
2275,173,2024-03-20,13227,POS
2276,234,2024-01-06,12060,POS
2277,793,2024-02-17,24659,Online
2278,590,2024-03-15,24214,Online
2279,620,2024-03-07,22486,ATM
2280,793,2024-02-10,6232,Online
2281,403,2024-03-19,2025,POS
2282,39,2024-02-29,11754,Online
2283,119,2024-03-17,19694,POS
2284,335,2024-02-11,15533,POS
2285,336,2024-03-21,12670,POS
2286,539,2024-03-11,3970,Online
2287,616,2024-01-28,229,POS
2288,74,2024-01-13,9158,POS
2289,191,2024-03-21,15702,POS
2290,324,2024-01-15,9006,POS
2291,147,2024-02-05,9396,ATM
2292,767,2024-01-15,2321,ATM
2293,284,2024-03-15,3209,Online
2294,213,2024-02-25,20403,Online
2295,635,2024-01-04,7939,Online
2296,718,2024-02-21,24799,Online
2297,752,2024-03-31,4259,Online
2298,394,2024-01-10,11485,POS
2299,339,2024-02-14,3110,POS
2300,798,2024-03-24,14874,POS
2301,22,2024-01-29,18554,POS
2302,771,2024-02-22,23239,POS
2303,105,2024-01-29,21351,Online
2304,466,2024-01-23,12361,Online
2305,459,2024-02-26,11316,POS
2306,432,2024-02-19,13251,POS
2307,770,2024-01-21,17826,Online
2308,716,2024-02-12,17296,POS
2309,774,2024-01-10,13254,POS
2310,619,2024-03-16,14270,Online
2311,763,2024-01-30,9685,POS
2312,221,2024-02-20,19450,Online
2313,379,2024-02-02,14613,Online
2314,222,2024-01-18,12055,Online
2315,258,2024-03-18,6353,POS
2316,713,2024-01-22,5787,POS
2317,367,2024-03-04,9027,POS
2318,770,2024-01-21,24297,POS
2319,349,2024-01-01,7061,POS
2320,225,2024-01-15,11004,Online
2321,714,2024-02-05,14179,ATM
2322,738,2024-02-16,1497,Online
2323,236,2024-02-23,14945,POS
2324,183,2024-03-26,557,Online
2325,712,2024-02-01,16500,POS
2326,758,2024-02-27,14633,POS
2327,444,2024-02-15,21686,Online
2328,623,2024-02-23,16824,POS
2329,6,2024-02-02,10996,Online
2330,236,2024-02-08,23438,Online
2331,127,2024-01-23,18410,POS
2332,104,2024-02-12,8315,ATM
2333,749,2024-02-24,20142,POS
2334,480,2024-01-02,4060,Online
2335,155,2024-03-06,12643,POS
2336,257,2024-02-07,4647,POS
2337,235,2024-01-29,20723,POS
2338,500,2024-03-07,16721,Online
2339,289,2024-03-11,20318,Online
2340,510,2024-02-05,2167,Online
2341,552,2024-01-29,6779,ATM
2342,800,2024-02-06,5049,Online
2343,709,2024-03-27,24918,POS
2344,785,2024-02-14,7367,Online
2345,776,2024-01-16,22526,POS
2346,569,2024-01-31,7666,POS
2347,298,2024-02-03,22989,POS
2348,610,2024-02-19,12549,POS
2349,137,2024-03-05,22099,Online
2350,376,2024-03-22,24635,POS
2351,87,2024-03-02,2219,Online
2352,419,2024-02-12,6374,ATM
2353,754,2024-02-25,15889,POS
2354,199,2024-01-15,7292,Online
2355,463,2024-02-17,19433,Online
2356,437,2024-02-18,17776,POS
2357,310,2024-03-21,10705,Online
2358,596,2024-02-13,2555,POS
2359,754,2024-01-10,19090,POS
2360,281,2024-01-20,533,POS
2361,323,2024-03-10,2762,Online
2362,764,2024-01-08,14976,POS
2363,702,2024-02-14,1995,POS
2364,152,2024-02-03,15470,POS
2365,302,2024-02-20,453,Online
2366,278,2024-01-04,3857,Online
2367,651,2024-02-08,24086,Online
2368,688,2024-03-24,9815,POS
2369,8,2024-01-24,3437,POS
2370,235,2024-03-28,3531,Online
2371,675,2024-02-24,1227,POS
2372,561,2024-01-26,14399,POS
2373,302,2024-01-25,18750,POS
2374,38,2024-02-05,13483,Online
2375,136,2024-03-11,12386,POS
2376,421,2024-03-14,17053,POS
2377,219,2024-02-27,13981,Online
2378,348,2024-01-12,15320,Online
2379,546,2024-01-01,24244,Online
2380,79,2024-02-19,24489,POS
2381,748,2024-01-25,6183,Online
2382,273,2024-03-20,1293,POS
2383,161,2024-01-05,4989,Online
2384,687,2024-03-23,3112,Online
2385,308,2024-03-08,15311,POS
2386,374,2024-01-06,22073,POS
2387,733,2024-01-26,14532,POS
2388,9,2024-02-24,16764,POS
2389,444,2024-02-08,12459,POS
2390,113,2024-01-09,9612,Online
2391,205,2024-02-14,20726,POS
2392,405,2024-01-14,20207,ATM
2393,698,2024-02-24,21313,POS
2394,197,2024-01-09,16206,POS
2395,778,2024-01-15,21843,POS
2396,774,2024-02-06,24613,Online
2397,760,2024-02-19,9955,Online
2398,115,2024-03-24,4884,ATM
2399,121,2024-03-12,8054,POS
2400,653,2024-01-21,20216,POS
2401,65,2024-02-26,22557,Online
2402,276,2024-01-19,6617,Online
2403,239,2024-02-27,18146,ATM
2404,302,2024-01-06,13327,POS
2405,392,2024-01-04,17997,Online
2406,522,2024-02-12,10898,POS
2407,369,2024-02-11,23088,POS
2408,233,2024-01-03,17601,POS
2409,195,2024-01-01,15628,Online
2410,12,2024-02-24,3854,Online
2411,689,2024-01-15,15197,POS
2412,177,2024-02-16,23426,POS
2413,217,2024-03-25,13942,POS
2414,11,2024-02-15,9149,POS
2415,446,2024-02-27,12171,POS
2416,630,2024-03-11,15591,POS
2417,164,2024-03-21,22682,Online
2418,551,2024-03-23,20168,POS
2419,53,2024-02-08,16765,POS
2420,218,2024-01-03,7029,ATM
2421,718,2024-01-30,10687,POS
2422,360,2024-02-04,2867,Online
2423,385,2024-02-26,10191,POS
2424,56,2024-01-29,16487,ATM
2425,118,2024-02-19,6373,POS
2426,253,2024-03-02,22005,Online
2427,798,2024-02-21,9891,POS
2428,780,2024-01-14,15408,ATM
2429,180,2024-02-04,13435,POS
2430,415,2024-01-28,13863,Online
2431,235,2024-02-27,9376,POS
2432,708,2024-01-30,18948,ATM
2433,80,2024-03-30,15272,Online
2434,647,2024-01-07,5716,POS
2435,22,2024-02-08,19889,POS
2436,477,2024-03-09,18799,POS
2437,440,2024-02-04,16709,POS
2438,737,2024-02-21,2820,POS
2439,570,2024-01-14,20799,ATM
2440,93,2024-03-03,18035,Online
2441,192,2024-02-05,9400,ATM
2442,103,2024-03-31,12096,POS
2443,396,2024-01-24,22131,Online
2444,7,2024-02-09,23287,POS
2445,640,2024-01-29,23953,POS
2446,567,2024-02-22,19714,Online
2447,231,2024-01-22,896,POS
2448,574,2024-03-12,2470,ATM
2449,240,2024-01-15,9426,POS
2450,90,2024-03-09,16260,Online
2451,232,2024-03-04,9927,Online
2452,457,2024-01-04,9205,POS
2453,233,2024-03-15,15284,POS
2454,354,2024-01-18,19995,POS
2455,333,2024-02-11,20302,POS
2456,439,2024-01-30,15016,Online
2457,375,2024-01-15,6917,ATM
2458,292,2024-03-10,21504,POS
2459,345,2024-02-24,18628,ATM
2460,664,2024-02-22,1316,POS
2461,428,2024-01-16,17740,Online
2462,657,2024-03-13,15379,POS
2463,130,2024-02-03,1188,POS
2464,141,2024-01-27,10858,POS
2465,415,2024-01-13,5787,POS
2466,93,2024-01-27,18412,POS
2467,626,2024-03-13,16003,POS
2468,284,2024-03-09,24456,POS
2469,655,2024-03-26,16471,POS
2470,223,2024-01-31,10469,POS
2471,744,2024-01-03,6288,Online
2472,463,2024-01-30,2545,Online
2473,545,2024-01-21,9476,POS
2474,276,2024-01-06,10743,POS
2475,682,2024-02-01,3205,Online
2476,140,2024-02-11,4635,POS
2477,357,2024-03-02,16420,Online
2478,713,2024-03-29,10887,POS
2479,23,2024-02-01,14347,POS
2480,736,2024-03-26,13813,POS
2481,270,2024-03-28,15416,POS
2482,665,2024-02-08,6828,Online
2483,333,2024-03-04,276,POS
2484,85,2024-01-30,5952,ATM
2485,621,2024-03-03,19146,POS
2486,31,2024-01-31,18156,ATM
2487,741,2024-03-27,23671,POS
2488,240,2024-02-09,15194,POS
2489,363,2024-02-02,6170,Online
2490,389,2024-03-03,8152,POS
2491,653,2024-01-25,23193,Online
2492,668,2024-02-05,24640,POS
2493,299,2024-01-24,12062,Online
2494,371,2024-02-27,3311,POS
2495,99,2024-02-08,2937,Online
2496,47,2024-02-15,9744,Online
2497,422,2024-03-17,21988,Online
2498,480,2024-01-10,4849,POS
2499,579,2024-03-27,4068,ATM
2500,62,2024-03-22,19721,ATM
2501,109,2024-02-01,8024,Online
2502,679,2024-02-05,22720,Online
2503,549,2024-01-28,7999,POS
2504,119,2024-01-16,20070,POS
2505,598,2024-01-16,12579,ATM
2506,382,2024-01-18,17586,ATM
2507,392,2024-01-08,8814,POS
2508,52,2024-03-20,11301,POS
2509,603,2024-03-15,8106,Online
2510,289,2024-03-10,5559,POS
2511,337,2024-01-01,21114,POS
2512,204,2024-03-02,9815,ATM
2513,238,2024-03-16,18217,Online
2514,382,2024-02-07,23253,ATM
2515,667,2024-02-14,1953,POS
2516,752,2024-02-27,13681,POS
2517,136,2024-03-21,14330,Online
2518,407,2024-01-01,11314,Online
2519,508,2024-02-01,22937,POS
2520,362,2024-01-08,10695,Online
2521,381,2024-02-09,24848,ATM
2522,576,2024-02-25,346,POS
2523,635,2024-03-03,7707,POS
2524,254,2024-03-28,16900,POS
2525,477,2024-03-14,16177,POS
2526,114,2024-03-14,8997,POS
2527,20,2024-02-05,8966,POS
2528,528,2024-03-29,1377,POS
2529,145,2024-02-26,11718,Online
2530,208,2024-03-14,3622,POS
2531,531,2024-03-23,2794,Online
2532,376,2024-02-14,11274,Online
2533,504,2024-03-19,17348,Online
2534,166,2024-03-20,24420,ATM
2535,550,2024-01-02,22861,Online
2536,181,2024-03-08,11592,ATM
2537,617,2024-02-19,635,POS
2538,612,2024-01-29,3551,Online
2539,602,2024-03-21,11369,Online
2540,444,2024-01-10,19514,ATM
2541,332,2024-01-27,16718,POS
2542,503,2024-01-15,21202,POS
2543,79,2024-02-29,9195,Online
2544,585,2024-01-31,2566,POS
2545,688,2024-01-21,12567,Online
2546,396,2024-02-29,11654,ATM
2547,608,2024-02-27,9868,ATM
2548,103,2024-02-10,3615,POS
2549,402,2024-02-15,10432,POS
2550,224,2024-02-14,17590,Online
2551,518,2024-01-26,24492,Online
2552,634,2024-02-20,4891,Online
2553,236,2024-02-05,7869,Online
2554,427,2024-02-21,24413,Online
2555,116,2024-03-21,18480,POS
2556,163,2024-02-20,19649,Online
2557,226,2024-01-03,2948,POS
2558,230,2024-01-14,23276,POS
2559,182,2024-02-18,2861,Online
2560,249,2024-03-17,19562,Online
2561,318,2024-03-31,23533,Online
2562,210,2024-01-01,22959,POS
2563,656,2024-02-26,23043,POS
2564,392,2024-01-17,15373,POS
2565,96,2024-02-19,11799,Online
2566,756,2024-01-14,6307,POS
2567,86,2024-02-28,12898,Online
2568,415,2024-03-21,23085,Online
2569,394,2024-01-03,13509,POS
2570,696,2024-02-09,2861,Online
2571,633,2024-03-29,15333,Online
2572,501,2024-03-06,22749,Online
2573,604,2024-02-03,8410,Online
2574,582,2024-03-30,3558,POS
2575,133,2024-01-09,475,POS
2576,791,2024-03-24,4278,Online
2577,649,2024-01-21,21338,POS
2578,314,2024-01-25,11337,Online
2579,699,2024-02-13,4898,Online
2580,221,2024-01-25,564,POS
2581,438,2024-01-09,10365,Online
2582,46,2024-03-02,994,POS
2583,790,2024-01-26,13846,POS
2584,192,2024-02-26,23379,Online
2585,520,2024-02-06,6070,POS
2586,379,2024-01-16,789,Online
2587,788,2024-02-06,20878,POS
2588,691,2024-03-16,4513,Online
2589,334,2024-01-24,16411,POS
2590,39,2024-01-26,21329,Online
2591,293,2024-01-20,7577,Online
2592,690,2024-01-09,9061,Online
2593,162,2024-03-27,18021,POS
2594,331,2024-01-29,13152,Online
2595,104,2024-01-31,9247,Online
2596,161,2024-01-19,4233,POS
2597,799,2024-01-20,18477,POS
2598,635,2024-03-27,24103,Online
2599,54,2024-01-27,18426,Online
2600,34,2024-03-25,22828,POS
2601,242,2024-02-13,16910,POS
2602,113,2024-02-04,18984,Online
2603,318,2024-03-11,24690,POS
2604,23,2024-01-22,4478,Online
2605,558,2024-03-14,21134,POS
2606,647,2024-03-27,7700,Online
2607,118,2024-01-15,4215,Online
2608,701,2024-01-13,22036,Online
2609,643,2024-01-04,20890,Online
2610,212,2024-03-22,8442,POS
2611,418,2024-02-25,8026,POS
